Cell Preparation,Stoichiometry,Cytokine conditioning,Donor,Time,IFNg,IL-10,IL-17a,IL-2,IL-4,IL-6,TNF
With bystander,10:1,IL-12+IL-15,276,42.0,8.473004193644905e-08,3.270761209092069e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,9.343850755570263e-08,3.0800562973453844e-08
With bystander,10:1,IL-12+IL-15,276,48.0,9.859451963108709e-08,4.973320831845408e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.0614663936023835e-07,3.0800562973453844e-08
With bystander,10:1,IL-12+IL-15,276,60.0,1.0804453189926905e-07,6.193771965169002e-08,8.536235005092829e-08,1.5982565543759956e-08,7.096160934730233e-09,1.0412202707274106e-07,3.0800562973453844e-08
With bystander,10:1,IL-12+IL-15,276,72.0,1.0863044053559637e-07,5.676341177466907e-08,9.957907297827107e-08,1.5982565543759956e-08,6.66068645433638e-09,1.0488162662495165e-07,3.788698462573789e-08
With bystander,10:1,IL-12+IL-15,277,1.0,9.276072678090547e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,3.6675085716702866e-08,3.0800562973453844e-08
With bystander,10:1,IL-12+IL-15,277,3.0,2.3557895705231868e-07,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,7.851557884762663e-08,4.961140754933699e-08
With bystander,10:1,IL-12+IL-15,277,6.0,3.406369273076172e-07,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,6.414336471545954e-08,8.370946019297511e-08
With bystander,10:1,IL-12+IL-15,277,12.0,3.452194931448241e-07,8.82732249929891e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.0386872766742713e-07,4.099070580042892e-08
With bystander,10:1,IL-12+IL-15,277,18.0,4.0715683839003937e-07,2.741507007298179e-08,1.0046717509279815e-07,1.5982565543759956e-08,6.66068645433638e-09,9.471537357100022e-08,5.654960133889214e-08
With bystander,10:1,IL-12+IL-15,277,24.0,5.120271741527919e-07,3.3208451826851385e-08,8.754832581877548e-08,1.5982565543759956e-08,6.66068645433638e-09,9.777416759557401e-08,6.384987954655487e-08
With bystander,10:1,IL-12+IL-15,277,30.0,5.231207090695422e-07,4.1033799976502695e-08,1.8197524416440446e-07,1.5982565543759956e-08,6.66068645433638e-09,7.305626269503749e-08,3.736617711234629e-08
With bystander,10:1,IL-12+IL-15,277,36.0,5.711454432818443e-07,4.177346825140361e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,7.799703454014077e-08,3.5797350840220366e-08
With bystander,10:1,IL-12+IL-15,277,42.0,4.097108988682879e-07,2.474294523884952e-08,8.536235005092829e-08,1.5982565543759956e-08,1.3844502887319976e-08,6.861191535454092e-08,3.0800562973453844e-08
With bystander,10:1,IL-12+IL-15,277,48.0,5.197823946230159e-07,2.5635766089440482e-08,1.2752906668763017e-07,1.5982565543759956e-08,6.66068645433638e-09,6.572338776754342e-08,4.609024185735025e-08
With bystander,10:1,IL-12+IL-15,277,60.0,5.160847346414863e-07,2.6907532400331175e-08,1.244456719901635e-07,1.5982565543759956e-08,6.66068645433638e-09,4.3261145111618636e-08,3.0800562973453844e-08
With bystander,10:1,IL-12+IL-15,277,72.0,5.391969966791967e-07,2.0890030244718267e-08,1.0046717509279815e-07,1.5982565543759956e-08,6.66068645433638e-09,5.5124960733417215e-08,3.684431542634806e-08
With bystander,10:1,IL-12+IL-15,278,1.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.9140519335539084e-08,3.0800562973453844e-08
With bystander,10:1,IL-12+IL-15,278,3.0,4.7493948653355864e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,5.110741909374551e-08,3.0800562973453844e-08
With bystander,10:1,IL-12+IL-15,278,6.0,6.935530948900163e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,5.645856495188449e-08,3.0800562973453844e-08
With bystander,10:1,IL-12+IL-15,278,12.0,7.765242100379643e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.0614663936023835e-07,3.0800562973453844e-08
With bystander,10:1,IL-12+IL-15,278,18.0,5.615411308814408e-08,2.2565183790857506e-08,8.85089595276772e-08,1.5982565543759956e-08,6.66068645433638e-09,7.539997733639589e-08,3.0800562973453844e-08
With bystander,10:1,IL-12+IL-15,278,24.0,5.1856387188729805e-08,2.0113774374698194e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,6.861191535454092e-08,3.0800562973453844e-08
With bystander,10:1,IL-12+IL-15,278,30.0,5.9420408080415114e-08,2.410385591544619e-08,1.0222908362377342e-07,2.907697996977873e-08,6.992750983057256e-09,5.699125927659746e-08,3.0800562973453844e-08
With bystander,10:1,IL-12+IL-15,278,36.0,4.985146915680109e-08,2.6399334274723534e-08,8.658116635434302e-08,1.732321163086874e-08,6.66068645433638e-09,5.3253306277020007e-08,3.736617711234629e-08
With bystander,10:1,IL-12+IL-15,278,42.0,3.765836362524623e-08,1.4217674836840147e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,4.814421935253415e-08,3.0800562973453844e-08
With bystander,10:1,IL-12+IL-15,278,48.0,4.545639479213095e-08,1.127520017200295e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,5.191300470824806e-08,3.4745926391007655e-08
With bystander,10:1,IL-12+IL-15,278,60.0,1.92316321871225e-08,1.5144598533514523e-08,1.4515854465671158e-07,1.5982565543759956e-08,7.919808776738413e-09,3.584500620247765e-08,3.0800562973453844e-08
With bystander,10:1,IL-12+IL-15,278,72.0,1.7217100771047504e-08,2.3463593487051985e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,6.097340342155463e-08,3.0800562973453844e-08
With bystander,10:1,IL-12+IL-15,279,1.0,3.392003909219755e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
With bystander,10:1,IL-12+IL-15,279,3.0,1.4098225512326482e-07,1.5408697885172318e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,4.6250502786928365e-08,3.0800562973453844e-08
With bystander,10:1,IL-12+IL-15,279,6.0,2.1466794082126562e-07,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,3.250766820233672e-08,3.0800562973453844e-08
With bystander,10:1,IL-12+IL-15,279,12.0,2.0171646935488913e-07,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,7.199466159844763e-09,5.565872581434935e-08,3.684431542634806e-08
With bystander,10:1,IL-12+IL-15,279,18.0,2.1137499677890575e-07,2.5763135180376447e-08,8.536235005092829e-08,2.4475432001905e-08,6.66068645433638e-09,8.265391474019227e-08,3.0800562973453844e-08
With bystander,10:1,IL-12+IL-15,279,24.0,2.0542889089598606e-07,3.345867745940374e-08,1.228863096609024e-07,1.5982565543759956e-08,9.042790392745126e-09,8.754614017541487e-08,3.0800562973453844e-08
With bystander,10:1,IL-12+IL-15,279,30.0,1.0466509124665682e-07,1.9075507241185223e-08,1.1732987939033862e-07,2.3870099289013018e-08,6.66068645433638e-09,2.857615151701988e-08,3.421848701882885e-08
With bystander,10:1,IL-12+IL-15,279,36.0,1.0804453189926905e-07,2.1148334658018656e-08,9.688500985594167e-08,3.69412406396394e-08,6.66068645433638e-09,4.380594156575071e-08,3.0800562973453844e-08
With bystander,10:1,IL-12+IL-15,279,42.0,1.0819105880888195e-07,1.5012428694634835e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,3.3901641991669245e-08,5.1607255149812605e-08
With bystander,10:1,IL-12+IL-15,279,48.0,1.20242909034019e-07,2.6017743352379916e-08,1.3281808028380346e-07,1.5982565543759956e-08,6.66068645433638e-09,4.814421935253415e-08,3.0800562973453844e-08
With bystander,10:1,IL-12+IL-15,279,60.0,9.53111126303576e-08,3.032127597278842e-08,1.9699526428147744e-07,2.306096518386489e-08,6.66068645433638e-09,2.9703945549248884e-08,4.3040941640361195e-08
With bystander,10:1,IL-12+IL-15,279,72.0,9.904080949848536e-08,4.361879741928796e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.1798061566326224e-07,1.4681672380371143e-07
With bystander,30:1,No cytokine,276,1.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.669962861170037e-08,6.785609716503725e-09,1.9016324386417526e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,276,3.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,276,6.0,1.2563935788623802e-08,1.3819142814616662e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,3.362324793369632e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,276,12.0,2.2183264726300864e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.229875910326422e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,276,18.0,1.5366086148745657e-08,2.9565057403841654e-08,8.536235005092829e-08,1.877099311543453e-08,6.66068645433638e-09,4.052818717139571e-08,3.527220683969359e-08
With bystander,30:1,No cytokine,276,24.0,2.2957893687776475e-08,3.5580537735375e-08,8.536235005092829e-08,2.265550375184778e-08,6.66068645433638e-09,3.417983965642302e-08,5.507367622940531e-08
With bystander,30:1,No cytokine,276,30.0,3.9589543105337423e-08,3.533136564004464e-08,8.536235005092829e-08,3.5185115826038634e-08,6.66068645433638e-09,2.687717061193187e-08,3.5797350840220366e-08
With bystander,30:1,No cytokine,276,36.0,2.5253969529807233e-08,4.460080160233089e-08,8.536235005092829e-08,4.6389850384147394e-08,7.405769275114116e-09,4.107600698078167e-08,5.704033982998194e-08
With bystander,30:1,No cytokine,276,42.0,1.2563935788623802e-08,2.0243292602527932e-08,8.536235005092829e-08,2.3263469986645287e-08,1.9882431650997012e-08,2.5454248517011034e-08,3.788698462573789e-08
With bystander,30:1,No cytokine,276,48.0,1.2563935788623802e-08,3.1076201870753993e-08,8.536235005092829e-08,3.1453055155280864e-08,6.66068645433638e-09,3.194864746435152e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,276,60.0,1.4740038858106112e-08,2.474294523884952e-08,1.6090067038522816e-07,5.0958043736164046e-08,1.4828954091257049e-08,2.8858454495360176e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,276,72.0,3.4458506098669113e-08,4.423272313323665e-08,8.536235005092829e-08,5.9248620503263866e-08,1.2755986077445037e-08,5.672496488484824e-08,6.239984662464793e-08
With bystander,30:1,No cytokine,277,1.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.5454248517011034e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,277,3.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,4.24428487440245e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,277,6.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,5.2717532461811964e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,277,12.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,3.750355662807315e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,277,18.0,1.2563935788623802e-08,3.345867745940374e-08,8.536235005092829e-08,1.5982565543759956e-08,6.681874658821539e-09,6.440692640476271e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,277,24.0,2.3150796196028806e-08,3.7817842179405076e-08,8.536235005092829e-08,2.2046157791074954e-08,6.66068645433638e-09,6.939791607144372e-08,3.421848701882885e-08
With bystander,30:1,No cytokine,277,30.0,1.2563935788623802e-08,9.238304334005474e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,277,36.0,1.2563935788623802e-08,5.688409110864594e-08,8.536235005092829e-08,2.3870099289013018e-08,6.66068645433638e-09,7.461942132634101e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,277,42.0,1.2563935788623802e-08,3.220624662775141e-08,1.3651819217977476e-07,2.3263469986645287e-08,6.66068645433638e-09,6.28241841988526e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,277,48.0,3.102097825222877e-08,2.0372753372300816e-08,1.6810374134086752e-07,1.5982565543759956e-08,6.66068645433638e-09,4.24428487440245e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,277,60.0,1.2563935788623802e-08,3.818983605553361e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,277,72.0,1.2563935788623802e-08,2.855468787821359e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,3.4457842842411263e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,278,1.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,3.306586279972765e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,278,3.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,6.017877184830138e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,278,6.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,6.730023549317873e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,278,12.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,8.006951973506332e-08,5.011143826704547e-08
With bystander,30:1,No cytokine,278,18.0,1.2563935788623802e-08,3.794186770303702e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.1245379896895902e-07,4.6595582776838164e-08
With bystander,30:1,No cytokine,278,24.0,1.2563935788623802e-08,2.868111680782857e-08,8.536235005092829e-08,1.6074063884019057e-08,6.66068645433638e-09,9.828320262129047e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,278,30.0,1.680907649415282e-08,2.8428220437341943e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,8.754614017541487e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,278,36.0,1.2563935788623802e-08,2.9186451347588505e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,6.677496669068856e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,278,42.0,1.2563935788623802e-08,1.606758074020138e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,7.096769995053836e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,278,48.0,1.2563935788623802e-08,1.803329823006807e-08,8.536235005092829e-08,2.061872399563196e-08,6.66068645433638e-09,4.976237028418219e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,278,60.0,1.2563935788623802e-08,1.9595118207360838e-08,8.536235005092829e-08,3.985291143743259e-08,6.66068645433638e-09,5.5925446032317804e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,278,72.0,1.2563935788623802e-08,1.4482928986614254e-08,8.536235005092829e-08,2.061872399563196e-08,6.66068645433638e-09,4.7333417040574435e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,279,1.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,279,3.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,279,6.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,279,12.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.2010045613562048e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,279,18.0,1.2563935788623802e-08,1.3019638683595077e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.4597203645021046e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,279,24.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,279,30.0,2.2571190147837023e-08,1.4482928986614254e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,4.3040941640361195e-08
With bystander,30:1,No cytokine,279,36.0,1.2563935788623802e-08,1.0328171597029239e-08,8.536235005092829e-08,1.669962861170037e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,279,42.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,3.194864746435152e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,279,48.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,279,60.0,1.2563935788623802e-08,1.059934891509508e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,5.5925446032317804e-08,3.0800562973453844e-08
With bystander,30:1,No cytokine,279,72.0,1.2563935788623802e-08,1.14100251988982e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
With bystander,30:1,IL-12+IL-15,276,1.0,1.2563935788623802e-08,1.3019638683595077e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
With bystander,30:1,IL-12+IL-15,276,3.0,8.564554012320913e-08,2.0372753372300816e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,4.0802175682812936e-08,3.0800562973453844e-08
With bystander,30:1,IL-12+IL-15,276,6.0,1.0407550366830165e-07,1.8424604662022195e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,3.1108529224379395e-08,3.0800562973453844e-08
With bystander,30:1,IL-12+IL-15,276,12.0,8.868520268516959e-08,3.095046907618751e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
With bystander,30:1,IL-12+IL-15,276,18.0,6.361978459421354e-08,4.70495070343139e-08,8.536235005092829e-08,2.8480459389837615e-08,6.66068645433638e-09,4.679222647023913e-08,4.6595582776838164e-08
With bystander,30:1,IL-12+IL-15,276,24.0,8.028056835262131e-08,5.941447924732783e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,3.222826216863972e-08,3.0800562973453844e-08
With bystander,30:1,IL-12+IL-15,276,30.0,8.868520268516959e-08,7.753598368664198e-08,8.536235005092829e-08,1.97993174521337e-08,6.66068645433638e-09,2.6308803167811472e-08,3.0800562973453844e-08
With bystander,30:1,IL-12+IL-15,276,36.0,8.028056835262131e-08,7.753598368664198e-08,8.946322486162668e-08,1.6282811146400708e-08,6.66068645433638e-09,3.138878324690794e-08,4.609024185735025e-08
With bystander,30:1,IL-12+IL-15,276,42.0,6.872226093279002e-08,4.948964587310194e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.5454248517011034e-08,3.0800562973453844e-08
With bystander,30:1,IL-12+IL-15,276,48.0,9.411239841533954e-08,4.5336344812373524e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.9703945549248884e-08,3.0800562973453844e-08
With bystander,30:1,IL-12+IL-15,276,60.0,1.0037764647534745e-07,5.724602686611543e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,4.298852766808721e-08,3.0800562973453844e-08
With bystander,30:1,IL-12+IL-15,276,72.0,7.500872733805644e-08,4.558134617968766e-08,8.536235005092829e-08,1.7115565470248254e-08,6.66068645433638e-09,5.003162428410982e-08,3.0800562973453844e-08
With bystander,30:1,IL-12+IL-15,277,1.0,7.656576764679711e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,4.216978497302877e-08,3.94432675521506e-08
With bystander,30:1,IL-12+IL-15,277,3.0,1.4880407748438736e-07,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,7.669941796741874e-08,3.0800562973453844e-08
With bystander,30:1,IL-12+IL-15,277,6.0,1.7543040615749277e-07,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,6.756274118477544e-08,3.0800562973453844e-08
With bystander,30:1,IL-12+IL-15,277,12.0,1.6275105634941201e-07,1.8294233970694738e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,7.357762184085576e-08,3.0800562973453844e-08
With bystander,30:1,IL-12+IL-15,277,18.0,2.45291205800261e-07,3.856158342308575e-08,1.0655459765002305e-07,1.5982565543759956e-08,6.66068645433638e-09,9.548081772487635e-08,5.3096846751603965e-08
With bystander,30:1,IL-12+IL-15,277,24.0,1.850163656695379e-07,3.5082073491449035e-08,8.536235005092829e-08,1.5982565543759956e-08,2.522767013416442e-08,8.626094584919253e-08,3.0800562973453844e-08
With bystander,30:1,IL-12+IL-15,277,30.0,1.987925444604625e-07,4.2266086457097886e-08,1.401579031679244e-07,1.5982565543759956e-08,6.66068645433638e-09,5.3253306277020007e-08,3.0800562973453844e-08
With bystander,30:1,IL-12+IL-15,277,36.0,2.2097028960843688e-07,4.0416718468969605e-08,8.536235005092829e-08,3.3421647614909567e-08,6.66068645433638e-09,6.624935190320596e-08,3.788698462573789e-08
With bystander,30:1,IL-12+IL-15,277,42.0,2.371365633554881e-07,2.9438892611208375e-08,1.595698689612865e-07,1.5982565543759956e-08,6.66068645433638e-09,5.885241443796469e-08,5.704033982998194e-08
With bystander,30:1,IL-12+IL-15,277,48.0,2.45678589452758e-07,2.4231766473168813e-08,1.228863096609024e-07,3.026697153742709e-08,1.0256933899513347e-08,5.672496488484824e-08,3.0800562973453844e-08
With bystander,30:1,IL-12+IL-15,277,60.0,2.460658900699877e-07,1.6855769686704537e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,8.136256516357471e-08,3.0800562973453844e-08
With bystander,30:1,IL-12+IL-15,277,72.0,2.407655182954459e-07,1.9465306127380372e-08,8.536235005092829e-08,2.8480459389837615e-08,6.66068645433638e-09,4.4350160731123054e-08,3.0800562973453844e-08
With bystander,30:1,IL-12+IL-15,278,1.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
With bystander,30:1,IL-12+IL-15,278,3.0,1.4319936080340032e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.7727785297943713e-08,3.0800562973453844e-08
With bystander,30:1,IL-12+IL-15,278,6.0,3.211368250332466e-08,9.375010954718348e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,4.4078122770568396e-08,3.0800562973453844e-08
With bystander,30:1,IL-12+IL-15,278,12.0,3.5709051356123216e-08,8.964462604135205e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,3.4735653429148375e-08,3.0800562973453844e-08
With bystander,30:1,IL-12+IL-15,278,18.0,2.563285458392873e-08,1.9724870620801188e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,4.0802175682812936e-08,3.0800562973453844e-08
With bystander,30:1,IL-12+IL-15,278,24.0,1.7217100771047504e-08,1.9465306127380372e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.143162661392e-08,3.0800562973453844e-08
With bystander,30:1,IL-12+IL-15,278,30.0,1.2563935788623802e-08,2.0372753372300816e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.8858454495360176e-08,3.0800562973453844e-08
With bystander,30:1,IL-12+IL-15,278,36.0,1.8430727223752055e-08,2.7921961529904822e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,4.8106907279322537e-08
With bystander,30:1,IL-12+IL-15,278,42.0,1.2563935788623802e-08,1.100520975128843e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.829360758705557e-08,4.5584099242340125e-08
With bystander,30:1,IL-12+IL-15,278,48.0,1.4319936080340032e-08,1.7772099720584908e-08,8.560731693671794e-08,1.7115565470248254e-08,6.66068645433638e-09,4.052818717139571e-08,3.0800562973453844e-08
With bystander,30:1,IL-12+IL-15,278,60.0,1.2563935788623802e-08,1.9854563822251262e-08,1.589019219424751e-07,2.4273796100726297e-08,6.66068645433638e-09,3.306586279972765e-08,3.0800562973453844e-08
With bystander,30:1,IL-12+IL-15,278,72.0,1.7825820880935298e-08,2.6144982927970106e-08,1.9699526428147744e-07,1.5982565543759956e-08,7.817191198034154e-09,5.7789515167816944e-08,7.811152473862823e-08
With bystander,30:1,IL-12+IL-15,279,1.0,2.1794087676984348e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.4024406008413943e-08,3.0800562973453844e-08
With bystander,30:1,IL-12+IL-15,279,3.0,5.68100165021513e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.3450422805502313e-08,3.0800562973453844e-08
With bystander,30:1,IL-12+IL-15,279,6.0,6.617967905820228e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
With bystander,30:1,IL-12+IL-15,279,12.0,6.982943131843891e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
With bystander,30:1,IL-12+IL-15,279,18.0,7.422809815420124e-08,1.4482928986614254e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,4.4078122770568396e-08,3.736617711234629e-08
With bystander,30:1,IL-12+IL-15,279,24.0,7.981787439278694e-08,2.4231766473168813e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.0851849347274183e-08,3.0800562973453844e-08
With bystander,30:1,IL-12+IL-15,279,30.0,4.766302871324662e-08,1.5804257899318792e-08,1.0483755738252684e-07,1.5982565543759956e-08,1.0156152051663804e-08,5.911788556334693e-08,4.456936202133946e-08
With bystander,30:1,IL-12+IL-15,279,36.0,4.271369118380264e-08,1.79027320976644e-08,1.6419868787042154e-07,1.6282811146400708e-08,8.941119424502898e-09,1.9016324386417526e-08,5.997226315039802e-08
With bystander,30:1,IL-12+IL-15,279,42.0,4.8169625514279995e-08,1.127520017200295e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.9985312249532684e-08,3.0800562973453844e-08
With bystander,30:1,IL-12+IL-15,279,48.0,5.035403057996126e-08,2.5125850462069606e-08,1.0135048096807045e-07,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
